,Neighborhoods,Incident ID,Intersection,Street1,Street2,Latitude,Longitude,Incident Category,Incident Subcategory
74,108.0,710370,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Case Closure,Case Closure
75,108.0,782695,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - Shoplifting
76,108.0,737664,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Burglary,Burglary - Other
77,108.0,755428,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Traffic Violation Arrest,Traffic Violation Arrest
78,108.0,774735,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny - From Vehicle
79,108.0,737664,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - Shoplifting
80,108.0,745398,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - Pickpocket
81,108.0,839044,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Burglary,Burglary - Other
82,108.0,738635,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Burglary,Burglary - Other
83,108.0,856607,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - Shoplifting
84,108.0,848917,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Motor Vehicle Theft,Motor Vehicle Theft
85,108.0,773551,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Non-Criminal,Other
86,108.0,827135,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Arson,Arson
87,108.0,874767,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - Other
88,108.0,869098,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Lost Property,Lost Property
89,108.0,848851,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Motor Vehicle Theft,Motor Vehicle Theft
90,108.0,856556,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Other Miscellaneous,Other
91,108.0,833521,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - Other
92,108.0,833058,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - Other
93,108.0,848851,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Other Miscellaneous,Other
94,108.0,894042,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Other Miscellaneous,Other
95,108.0,848851,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Stolen Property,Stolen Property
96,108.0,820245,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Theft From Vehicle
97,108.0,842492,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Weapons Offense,Weapons Offense
98,108.0,902023,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Burglary,Burglary - Other
99,108.0,859663,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Lost Property,Lost Property
100,108.0,856556,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Burglary,Burglary - Commercial
101,108.0,857625,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - Shoplifting
102,108.0,895721,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Fraud,Fraud
103,108.0,816936,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - Other
104,108.0,880525,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Motor Vehicle Theft,Motor Vehicle Theft
105,108.0,856556,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Stolen Property,Stolen Property
106,108.0,884650,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - Other
107,108.0,833191,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - Other
108,108.0,888292,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny - From Vehicle
109,108.0,867149,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Recovered Vehicle,Recovered Vehicle
110,108.0,888538,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Lost Property,Lost Property
111,108.0,907673,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Lost Property,Lost Property
112,108.0,895721,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - From Building
113,108.0,935565,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Motor Vehicle Theft,Motor Vehicle Theft
114,108.0,948160,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - From Building
115,108.0,960338,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Assault,Simple Assault
116,108.0,960561,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Traffic Violation Arrest,Traffic Violation Arrest
117,108.0,954104,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - Other
118,108.0,942894,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Theft From Vehicle
119,108.0,960561,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Other Miscellaneous,Other
120,108.0,948160,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - Bicycle
121,108.0,936142,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - Other
122,108.0,1268848,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Malicious Mischief,Vandalism
123,108.0,1347190,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Assault,Simple Assault
124,108.0,1320872,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Motor Vehicle Theft,Motor Vehicle Theft
125,108.0,1349357,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Other Miscellaneous,Other
126,108.0,1326203,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Malicious Mischief,Vandalism
127,108.0,1331700,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Assault,Simple Assault
128,108.0,1335570,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Motor Vehicle Theft,Motor Vehicle Theft
129,108.0,1335552,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Lost Property,Lost Property
130,108.0,1343453,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Lost Property,Lost Property
131,108.0,1362619,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.791175842285156,-122.40074157714844,Other Miscellaneous,Liquor Law Violation
132,108.0,1362619,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.791175842285156,-122.40074157714844,Other Miscellaneous,Other
133,108.0,1080245,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Motor Vehicle Theft,Motor Vehicle Theft
134,108.0,1056282,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Motor Vehicle Theft,Motor Vehicle Theft
135,108.0,1096668,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Non-Criminal,Non-Criminal
136,108.0,1070590,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny - From Vehicle
137,108.0,1084519,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Malicious Mischief,Vandalism
138,108.0,1126535,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Forgery And Counterfeiting,Forgery And Counterfeiting
139,108.0,1126535,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Fraud,Fraud
140,108.0,1121916,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny - From Vehicle
141,108.0,1169630,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Non-Criminal,Non-Criminal
142,108.0,1126535,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Forgery And Counterfeiting,Forgery And Counterfeiting
143,108.0,1169575,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Burglary,Burglary - Other
144,108.0,1229933,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Burglary,Burglary - Other
145,108.0,1242030,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - From Building
146,108.0,1232794,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Motor Vehicle Theft,Motor Vehicle Theft
147,108.0,1224500,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny - From Vehicle
148,108.0,1196417,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - From Building
149,108.0,1224500,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Malicious Mischief,Vandalism
150,108.0,1233115,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Recovered Vehicle,Recovered Vehicle
151,108.0,695546,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - From Building
152,108.0,1222763,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Motor Vehicle Theft,Motor Vehicle Theft
153,108.0,1224683,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Motor Vehicle Theft,Motor Vehicle Theft
154,108.0,688930,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - Shoplifting
155,108.0,655912,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - From Building
156,108.0,655115,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Non-Criminal,Non-Criminal
157,108.0,672933,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - Other
158,108.0,1015593,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Fraud,Fraud
159,108.0,681781,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - Shoplifting
160,108.0,631932,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Motor Vehicle Theft,Motor Vehicle Theft
161,108.0,686490,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - Shoplifting
162,108.0,1015880,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Non-Criminal,Other
163,108.0,941437,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Non-Criminal,Non-Criminal
164,108.0,1036093,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny - From Vehicle
165,108.0,1034128,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Robbery,Robbery - Other
166,108.0,648203,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Non-Criminal,Other
167,108.0,1021066,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Burglary,Burglary - Other
168,108.0,660664,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - Shoplifting
169,108.0,702458,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Burglary,Burglary - Commercial
170,108.0,684781,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Motor Vehicle Theft,Motor Vehicle Theft
171,108.0,645094,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - From Building
172,108.0,667463,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - Other
173,108.0,666299,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Warrant,Other
174,108.0,699800,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Other Miscellaneous,Other
175,108.0,676476,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Robbery,Robbery - Commercial
176,108.0,700247,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - Shoplifting
177,108.0,696550,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - Other
178,108.0,656291,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - From Building
179,108.0,655097,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Lost Property,Lost Property
180,108.0,680488,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Robbery,Robbery - Other
181,108.0,688940,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - From Building
182,108.0,622661,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - Other
183,108.0,688940,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Other Miscellaneous,Other
184,108.0,688932,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - From Building
185,108.0,655312,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Non-Criminal,Other
186,108.0,812823,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Lost Property,Lost Property
187,108.0,688932,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Other Miscellaneous,Other
188,108.0,748971,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny - From Vehicle
189,108.0,732637,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Arson,Arson
190,108.0,686084,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - Shoplifting
191,108.0,699800,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Burglary,Burglary - Other
192,108.0,704718,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Lost Property,Lost Property
193,108.0,636250,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny - From Vehicle
194,108.0,782695,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Case Closure,Case Closure
195,108.0,714642,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - From Building
196,108.0,739604,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Miscellaneous Investigation,Miscellaneous Investigation
197,108.0,707759,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Stolen Property,Stolen Property
198,108.0,737638,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - Shoplifting
199,108.0,710362,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Case Closure,Case Closure
200,108.0,708199,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Stolen Property,Stolen Property
201,108.0,739604,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Non-Criminal,Non-Criminal
202,108.0,745398,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Fraud,Fraud
203,108.0,725587,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Other Miscellaneous,Other
204,108.0,748783,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny - From Vehicle
205,108.0,710362,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - Other
206,108.0,708199,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - Other
207,108.0,707807,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - Other
208,108.0,729502,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Disorderly Conduct,Intimidation
209,108.0,750035,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Robbery,Robbery - Commercial
210,108.0,707807,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Stolen Property,Stolen Property
211,108.0,710370,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - Other
212,108.0,737638,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Other Miscellaneous,Other
213,108.0,726905,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - From Building
214,108.0,710372,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - Other
215,108.0,738635,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Other Miscellaneous,Other
216,108.0,783921,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Malicious Mischief,Vandalism
217,108.0,732518,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Burglary,Burglary - Other
218,108.0,761879,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny - From Vehicle
219,108.0,725587,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Larceny Theft,Larceny Theft - Shoplifting
220,108.0,732518,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Other Miscellaneous,Other
221,108.0,725587,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Burglary,Burglary - Commercial
222,108.0,810922,BUSH ST \ SANSOME ST,BUSH ST,SANSOME ST,37.7911771722094,-122.40074402274553,Non-Criminal,Non-Criminal
